timestamp,trade_type,pair,position,position_size,z_score,correlation,vol_ratio,ticker1_price,ticker2_price
2024-12-27 23:31:17.104963-05:00,pairs,MSTR/IBIT,0.0,0.2021469625517857,-0.08471370224558118,0.7125181184736716,1.9268202915796209,330.3399963378906,53.65999984741211
2024-12-27 23:31:17.104963-05:00,pairs,AMAT/LRCX,0.0,0.2877859188087988,0.39589221613721187,0.8729359512572161,0.9504468309369032,166.82000732421875,73.44000244140625
2024-12-27 23:31:17.104963-05:00,pairs,NVDA/AMD,0.0,0.4746474971162462,-0.9323352972363884,0.40534746283158496,1.0253940997560433,137.13999938964844,125.2699966430664
2024-12-27 23:31:17.104963-05:00,pairs,LCID/RIVN,0.0,0.18543515209974074,0.013367463244902279,0.6609120001419839,1.0097643208063494,3.2049999237060547,13.649999618530273
2024-12-27 23:31:17.104963-05:00,pairs,ENPH/SEDG,0.0,0.4812349457997074,0.9499363415923943,0.8296917800766528,1.001559553446024,72.12999725341797,13.779999732971191
2024-12-27 23:31:17.104963-05:00,pairs,NTES/BILI,0.0,0.20446894406897356,0.0942708097868565,0.40843343208500527,0.5591543225052261,91.52999877929688,18.84000015258789
2024-12-27 23:31:17.104963-05:00,pairs,SLB/HAL,0.0,0.2933292218625069,0.4138204701519849,0.8680263309207253,0.8856995569006346,37.810001373291016,26.799999237060547
2024-12-27 23:31:17.104963-05:00,pairs,LOW/HD,0.0,0.2719589537549297,0.3435291471892334,0.7537163717551651,1.1301202757979758,248.44000244140625,392.989990234375
2024-12-27 23:31:17.104963-05:00,pairs,MAR/HLT,0.0,0.2620327438115584,-0.3097133446829122,0.8966020686387616,1.1707382584721737,283.6099853515625,249.9199981689453
2024-12-27 23:31:17.104963-05:00,pairs,BKNG/EXPE,0.0,0.2304518650374773,0.1961590048520744,0.40790595802184765,0.7430799204040209,5038.39013671875,186.22999572753906
2024-12-27 23:31:17.104963-05:00,pairs,S/CRWD,0.0,0.4487653410474508,0.8628930190580324,0.5683754204263027,1.3371060454833612,22.450000762939453,355.0299987792969
